Country,State,City,Station,Latitude,Longitude,LastUpdate,PM2.5_Min,PM2.5_Max,PM2.5_Avg,PM10_Min,PM10_Max,PM10_Avg,NO2_Min,NO2_Max,NO2_Avg,SO2_Min,SO2_Max,SO2_Avg,CO_Min,CO_Max,CO_Avg,OZONE_Min,OZONE_Max,OZONE_Avg,NH3_Min,NH3_Max,NH3_Avg,Air_Quality_Index_Value,Predominant_Parameter
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",17.6599188,75.9063906,20-11-2023 12:00:00,29,48,44,67,107,99,49,58,56,39,48,45,NA,NA,NA,34,55,35,NA,NA,NA,99,PM10
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",19.26777,72.97182,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,16,56,67,56,NA,NA,NA,NA,NA
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",19.192056,72.9585188,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",19.222279,72.957979,20-11-2023 12:00:00,9,105,73,71,189,149,9,51,26,7,39,17,6,42,22,18,126,39,9,14,11,149,PM10
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",19.235581,73.159121,20-11-2023 12:00:00,150,258,199,128,195,149,20,91,47,18,54,30,26,116,32,4,183,23,3,3,3,199,PM2.5
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",19.4458210,72.7988231,20-11-2023 12:00:00,40,107,79,43,172,92,6,58,21,5,15,9,12,107,49,3,61,22,4,11,5,92,PM10
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",24.8207389,93.9423085,20-11-2023 12:00:00,2,33,10,6,62,20,7,8,8,74,77,75,6,6,6,NA,NA,NA,2,2,2,75,SO2
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",25.5803419,91.8942571,20-11-2023 12:00:00,11,217,62,18,203,92,8,43,20,24,27,25,13,88,28,5,22,16,2,4,3,92,PM10
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,20-11-2023 12:00:00,3,32,20,4,25,16,6,6,6,15,21,17,5,18,9,1,1,1,1,1,1,20,PM2.5
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",23.7176342,92.7192841,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,16,11,1,4,2,NA,NA,NA,NA,NA
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB",25.6635413,94.0989878,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",20.832874,85.104082,20-11-2023 12:00:00,52,433,118,79,335,129,NA,NA,NA,11,124,46,16,100,51,4,125,28,NA,NA,NA,129,PM10
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",21.51161,86.89088,20-11-2023 12:00:00,37,312,102,45,304,115,4,51,13,14,32,20,18,71,32,5,82,32,2,6,4,115,PM10
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",22.1166054,85.3945546,20-11-2023 12:00:00,32,467,117,59,460,154,6,32,11,9,70,21,6,134,84,3,120,25,3,8,4,154,PM10
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",21.941841,86.728318,20-11-2023 12:00:00,49,85,68,53,88,71,NA,NA,NA,4,5,4,27,36,30,11,35,14,NA,NA,NA,71,PM10
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.240790,85.836784,20-11-2023 12:00:00,43,183,95,73,155,103,7,48,21,8,39,16,56,84,68,24,114,53,2,4,3,103,PM10
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.34652,85.81630,20-11-2023 12:00:00,42,190,78,65,127,90,5,26,15,7,56,14,20,40,24,22,106,47,3,5,4,90,PM10
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",22.06156703,85.47409613,20-11-2023 12:00:00,67,159,93,117,404,162,4,8,6,25,33,29,13,24,18,10,19,11,11,11,11,162,PM10
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8004996,83.8396977,20-11-2023 12:00:00,8,86,38,10,113,53,NA,NA,NA,33,33,33,22,82,51,1,3,1,NA,NA,NA,53,PM10
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",20.94185,86.11510,20-11-2023 12:00:00,28,127,62,39,114,68,8,25,13,2,11,4,59,102,93,13,97,40,1,2,2,93,CO
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20.48891     ,85.84768     ,20-11-2023 12:00:00,48,117,76,62,131,96,11,38,22,4,41,10,28,55,37,12,62,23,2,4,2,96,PM10
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21.643900,85.599355,20-11-2023 12:00:00,44,88,69,61,115,87,26,71,47,9,11,10,12,78,36,3,16,6,10,15,12,87,PM10
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",21.847279,85.416905,20-11-2023 12:00:00,39,76,59,70,123,95,28,71,45,3,6,4,13,18,16,1,19,4,3,16,7,95,PM10
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",22.265816,86.174829,20-11-2023 12:00:00,40,128,71,54,103,74,7,8,7,6,13,9,12,48,19,29,116,47,3,3,3,74,PM10
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",22.220833,84.809444,20-11-2023 12:00:00,29,186,80,35,415,98,20,46,26,1,4,2,17,102,41,5,42,13,3,6,5,98,PM10
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",22.24500000,84.88111111,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",21.606865,85.510538,20-11-2023 12:00:00,48,93,64,58,120,86,40,71,48,1,38,6,18,42,36,NA,NA,NA,1,5,4,86,PM10
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",20.9360711,85.1707021,20-11-2023 12:00:00,26,318,128,29,211,116,53,72,61,19,44,25,4,44,28,1,23,12,6,7,6,128,PM2.5
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",21.869985,85.167016,20-11-2023 12:00:00,24,65,39,55,108,78,35,93,51,12,19,14,14,31,22,1,23,6,5,8,6,78,PM10
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",11.9309,79.8027,20-11-2023 12:00:00,5,48,23,23,43,32,8,26,14,1,7,5,16,27,19,7,39,18,1,2,2,32,PM10
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",31.620000,74.876512,20-11-2023 12:00:00,172,304,261,123,168,151,37,41,39,10,13,12,16,21,19,48,61,54,2,2,2,261,PM2.5
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",30.233011,74.907758,20-11-2023 12:00:00,160,355,278,121,288,190,30,32,31,2,42,18,6,76,26,NA,NA,NA,NA,NA,NA,278,PM2.5
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.321907,75.578914,20-11-2023 12:00:00,152,319,226,124,293,144,37,44,41,13,38,20,25,104,55,14,64,24,9,11,10,226,PM2.5
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",30.736056 ,76.209694,20-11-2023 12:00:00,90,225,154,120,406,155,35,38,36,10,49,21,44,51,48,6,76,13,16,17,16,155,PM10
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9028,75.8086,20-11-2023 12:00:00,70,311,215,98,241,153,28,59,38,7,53,14,62,111,93,6,59,10,5,16,10,215,PM2.5
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",30.649961,76.331442,20-11-2023 12:00:00,92,281,190,90,156,127,38,39,39,5,29,16,18,41,35,39,41,40,5,5,5,190,PM2.5
India,Punjab,Patiala,"Model Town, Patiala - PPCB",30.349388,76.366642,20-11-2023 12:00:00,89,275,187,103,175,143,36,49,44,1,45,16,18,62,36,33,53,35,7,8,7,187,PM2.5
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",31.0325454,76.5623046,20-11-2023 12:00:00,91,268,157,71,460,236,NA,NA,NA,3,6,4,41,101,61,NA,NA,NA,NA,NA,NA,236,PM10
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.470859,74.646594,20-11-2023 12:00:00,89,253,151,97,182,133,18,82,39,14,17,15,16,70,31,6,78,21,15,22,18,151,PM2.5
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",27.554793,76.611536,20-11-2023 12:00:00,84,216,114,79,155,102,48,72,59,10,47,30,32,105,69,8,63,16,7,12,9,114,PM2.5
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",23.555190,74.440010,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,105,56,11,175,97,NA,NA,NA,NA,NA
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",25.106006,76.469948,20-11-2023 12:00:00,154,332,241,120,199,151,21,44,32,7,40,13,30,48,40,29,185,48,7,9,8,241,PM2.5
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",25.747299,71.393989,20-11-2023 12:00:00,NA,NA,NA,109,227,133,8,119,22,3,15,7,22,112,27,13,180,178,7,11,8,178,OZONE
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.215415,77.50873,20-11-2023 12:00:00,89,363,224,101,400,178,94,140,117,4,11,7,63,128,107,21,29,22,22,60,30,224,PM2.5
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",25.339605,74.618883,20-11-2023 12:00:00,183,342,268,108,222,145,20,126,42,1,19,8,36,104,49,13,142,52,6,13,8,268,PM2.5
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.194909,76.862296,20-11-2023 12:00:00,184,368,299,150,414,283,13,43,19,1,40,21,22,66,41,8,72,19,2,14,11,299,PM2.5
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.018792,73.292658,20-11-2023 12:00:00,149,500,336,126,500,306,21,81,41,4,15,8,40,129,85,10,133,41,6,9,8,336,PM2.5
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",25.435774,75.644272,20-11-2023 12:00:00,187,324,257,127,483,199,7,138,30,4,33,8,30,114,39,5,204,87,6,6,6,257,PM2.5
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527,20-11-2023 12:00:00,91,348,244,108,489,195,23,124,64,2,108,18,52,118,90,6,98,30,4,12,7,244,PM2.5
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.296139,74.961696,20-11-2023 12:00:00,121,382,270,102,352,171,17,97,45,10,23,16,28,88,59,4,201,54,8,13,10,270,PM2.5
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",26.895552,76.334753,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,90,80,72,170,91,NA,NA,NA,NA,NA
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",26.699557,77.898881,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,63,56,126,197,167,NA,NA,NA,NA,NA
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",23.837789,73.714926,20-11-2023 12:00:00,243,362,312,115,191,140,19,33,25,3,10,5,36,70,41,12,54,27,9,10,10,312,PM2.5
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",29.610750,74.283608,20-11-2023 12:00:00,233,500,394,187,500,389,15,32,22,10,16,12,45,108,83,7,51,13,12,16,13,394,PM2.5
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",26.902909,75.836858,20-11-2023 12:00:00,142,302,227,107,158,124,25,189,64,14,19,16,32,101,47,13,153,95,4,31,10,227,PM2.5
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",26.843698,75.766894,20-11-2023 12:00:00,98,317,192,109,397,180,13,153,42,3,6,4,33,140,87,4,127,75,7,14,8,192,PM2.5
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",26.9164092,75.7994901,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,108,54,11,148,88,NA,NA,NA,NA,NA
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928,20-11-2023 12:00:00,87,311,206,84,219,142,14,179,59,8,13,10,28,111,45,77,104,80,8,27,15,206,PM2.5
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.960669,75.771817,20-11-2023 12:00:00,91,332,168,107,231,141,2,62,22,11,27,14,27,110,47,15,225,165,1,4,3,168,PM2.5
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",26.9502929,75.730943,20-11-2023 12:00:00,187,324,257,142,246,167,17,178,50,12,22,16,8,130,43,14,197,146,7,44,14,257,PM2.5
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.912329,70.909168,20-11-2023 12:00:00,101,320,210,134,291,184,12,49,25,5,12,8,16,56,40,76,232,105,4,7,5,210,PM2.5
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.344694,72.626208,20-11-2023 12:00:00,150,325,235,118,395,207,16,158,65,6,15,9,40,149,56,18,214,81,6,12,10,235,PM2.5
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.588397,76.172782,20-11-2023 12:00:00,158,348,262,113,268,162,11,106,35,4,11,7,32,104,45,6,132,66,6,8,7,262,PM2.5
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",28.108988,75.386577,20-11-2023 12:00:00,57,334,204,65,225,149,20,142,76,3,8,6,22,90,71,2,208,151,1,5,3,204,PM2.5
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",26.268249,73.0193853,20-11-2023 12:00:00,84,325,240,143,249,181,NA,NA,NA,2,32,18,24,92,70,48,195,75,NA,NA,NA,240,PM2.5
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",26.295810,73.082283,20-11-2023 12:00:00,100,261,192,160,234,196,12,143,48,6,73,8,24,84,39,8,175,59,4,7,5,196,PM10
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",26.215415,73.070156,20-11-2023 12:00:00,87,301,168,87,326,161,8,111,41,5,17,10,20,74,36,13,224,67,7,13,10,168,PM2.5
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",26.358805,73.047444,20-11-2023 12:00:00,108,223,164,119,201,143,14,61,22,8,18,11,16,34,31,63,189,94,7,10,8,164,PM2.5
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384,72.976571,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,60,59,62,81,62,NA,NA,NA,NA,NA
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",26.506177,77.025989,20-11-2023 12:00:00,56,122,88,65,104,87,24,93,43,NA,NA,NA,44,96,54,10,39,20,4,9,7,88,PM2.5
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.164090,75.858137,20-11-2023 12:00:00,224,357,320,147,233,185,24,139,70,2,55,12,38,114,54,2,182,15,3,5,4,320,PM2.5
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",25.196024,75.855668,20-11-2023 12:00:00,227,359,303,134,282,163,30,142,73,11,18,15,34,108,60,1,184,37,10,16,12,303,PM2.5
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,20-11-2023 12:00:00,309,423,357,177,281,214,36,231,109,9,52,18,6,86,49,21,128,57,7,10,8,357,PM2.5
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,20-11-2023 12:00:00,139,317,213,122,332,179,20,62,31,4,11,7,42,75,51,49,96,63,11,16,13,213,PM2.5
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",25.771061, 73.340227,20-11-2023 12:00:00,133,316,239,117,131,122,20,31,24,2,13,9,8,96,28,20,61,38,4,7,6,239,PM2.5
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",24.041198,74.780702,20-11-2023 12:00:00,180,304,252,119,166,134,7,47,33,5,10,7,26,48,31,75,175,90,3,4,3,252,PM2.5
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",25.036360,73.883502,20-11-2023 12:00:00,153,335,265,105,289,148,17,78,33,4,11,6,46,78,56,18,98,47,4,4,4,265,PM2.5
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.359327,20-11-2023 12:00:00,96,278,166,128,237,170,4,30,14,7,17,11,37,94,43,11,195,44,5,5,5,170,PM10
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.608912,75.153302,20-11-2023 12:00:00,40,377,220,106,481,238,13,112,44,2,10,6,26,124,53,5,205,161,6,18,13,238,PM10
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",24.885261,72.857549,20-11-2023 12:00:00,112,291,193,103,245,148,7,109,45,1,8,2,18,57,36,2,193,70,6,14,9,193,PM2.5
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",29.931624,73.864511,20-11-2023 12:00:00,312,487,411,226,500,419,25,102,54,4,10,6,99,125,106,14,87,26,5,18,9,419,PM10
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",26.159933,75.780517,20-11-2023 12:00:00,253,449,342,141,500,266,19,151,59,5,12,7,12,125,87,2,142,36,1,62,7,342,PM2.5
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",24.5886166,73.6321397,20-11-2023 12:00:00,186,335,266,104,293,187,43,131,79,8,19,14,5,125,43,13,91,35,4,12,6,266,PM2.5
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.338530,88.614099,20-11-2023 12:00:00,8,20,11,6,28,16,1,7,2,53,65,58,5,16,10,9,45,16,1,1,1,58,SO2
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",11.06825,79.07033,20-11-2023 12:00:00,17,35,25,20,43,31,11,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,PM10
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",12.8777316,80.0834807,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",12.9099161,80.1076538,20-11-2023 12:00:00,53,116,68,51,90,61,28,76,45,12,15,14,44,46,45,16,37,17,8,9,8,68,PM2.5
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112 ,20-11-2023 12:00:00,16,48,34,18,83,53,11,28,20,2,60,15,NA,NA,NA,NA,NA,NA,2,4,3,53,PM10
India,TamilNadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",13.218341,80.32027,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",13.1278,80.2642,20-11-2023 12:00:00,7,39,20,18,88,41,9,30,15,5,37,16,10,98,38,5,6,6,4,6,5,41,PM10
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",13.164544,80.26285,20-11-2023 12:00:00,8,38,29,22,53,35,8,15,13,2,14,6,5,105,24,9,19,12,2,4,3,35,PM10
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",12.9533,80.2357,20-11-2023 12:00:00,3,65,30,21,78,45,1,6,2,1,6,3,3,46,34,NA,NA,NA,2,3,3,45,PM10
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",13.1036,80.2909,20-11-2023 12:00:00,11,62,28,18,71,42,11,39,18,1,7,3,18,52,34,9,10,9,1,2,2,42,PM10
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,20-11-2023 12:00:00,16,41,28,39,56,45,11,84,28,6,42,28,32,57,44,13,16,13,7,12,10,45,PM10
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",11.0328,77.0349,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,1,7,3,NA,NA,NA,39,68,55,1,5,4,NA,NA,NA,NA,NA
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",11.6829898,79.7532099,20-11-2023 12:00:00,19,65,37,23,78,44,70,119,101,15,17,16,6,6,6,NA,NA,NA,25,29,27,101,NO2
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",11.7637683,79.7499835,20-11-2023 12:00:00,8,77,27,6,57,20,2,22,9,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,27,PM2.5
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.4127,80.1081,20-11-2023 12:00:00,22,307,121,44,158,110,4,14,8,9,26,15,NA,NA,NA,NA,NA,NA,4,5,5,121,PM2.5
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",12.746998,77.813811,20-11-2023 12:00:00,32,74,47,36,85,53,7,12,9,5,6,5,6,7,6,4,4,4,1,1,1,53,PM10
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",11.4068288,76.7138973,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,18,4,5,4,NA,NA,NA,NA,NA
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",9.36399,78.831977,20-11-2023 12:00:00,1,36,15,NA,NA,NA,NA,NA,NA,9,11,10,2,10,6,13,14,14,1,1,1,15,PM2.5
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",11.679111,78.125052,20-11-2023 12:00:00,31,161,70,25,103,60,7,11,9,80,81,80,31,34,32,3,4,3,1,1,1,80,SO2
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",8.816428 ,78.099039,20-11-2023 12:00:00,NA,NA,NA,8,43,20,6,18,12,2,102,12,2,28,10,2,14,5,NA,NA,NA,20,PM10
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB",12.909494,79.131861,20-11-2023 12:00:00,30,86,48,37,80,50,3,11,6,14,15,14,18,20,20,1,2,1,1,1,1,50,PM10
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17.540891,78.358528,20-11-2023 12:00:00,45,110,74,42,103,72,15,45,27,6,16,9,14,49,26,37,40,39,1,2,2,74,PM2.5
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17.460103,78.334361,20-11-2023 12:00:00,25,54,39,51,75,61,4,55,24,1,16,7,30,64,45,3,4,3,1,9,4,61,PM10
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.470431,78.566959,20-11-2023 12:00:00,54,55,54,58,69,62,7,9,7,4,16,9,9,43,22,10,85,23,6,9,9,62,PM10
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17.518400,78.278777,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,81,77,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17.5316895,78.218939,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,20-11-2023 12:00:00,35,55,48,36,70,56,11,12,11,15,17,16,20,30,28,9,33,11,2,2,2,56,PM10
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,20-11-2023 12:00:00,88,123,99,111,124,117,7,7,7,7,7,7,16,16,16,NA,NA,NA,1,1,1,117,PM10
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.544899,78.486949,20-11-2023 12:00:00,43,65,51,41,57,46,11,11,11,2,9,4,6,57,20,3,47,21,4,4,4,51,PM2.5
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17.429398,78.569354,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,18,18,24,18,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,20-11-2023 12:00:00,23,45,33,54,64,58,20,30,24,8,10,8,14,110,29,4,32,13,3,3,3,58,PM10
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.528544,78.286195,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,100,50,10,49,36,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,20-11-2023 12:00:00,63,112,85,NA,NA,NA,25,30,28,5,10,7,34,62,47,12,16,14,NA,NA,NA,85,PM2.5
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,20-11-2023 12:00:00,42,82,61,67,85,75,19,29,23,9,15,12,9,32,16,6,34,14,6,8,7,75,PM10
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,20-11-2023 12:00:00,42,94,70,58,126,96,25,40,33,1,4,2,36,84,42,15,23,17,1,1,1,96,PM10
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",23.8175497,91.2726974,20-11-2023 12:00:00,31,234,104,52,146,103,3,15,9,17,18,17,24,80,37,1,11,1,1,2,2,104,PM2.5
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.23711,78.01936,20-11-2023 12:00:00,43,100,72,61,128,100,2,8,5,25,26,26,16,24,20,NA,NA,NA,2,3,3,100,PM10
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,20-11-2023 12:00:00,38,171,72,34,115,63,7,9,8,1,48,18,2,85,33,13,14,14,1,1,1,72,PM2.5
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,20-11-2023 12:00:00,52,105,76,53,87,67,14,17,15,4,10,7,24,92,58,27,63,38,NA,NA,NA,76,PM2.5
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96237,20-11-2023 12:00:00,46,152,78,69,148,100,9,24,16,9,13,11,10,32,18,3,10,4,3,5,4,100,PM10
